"subject" "activity" "feature" "statistics" "dimension" "mean_value"
"6823" 13 "LAYING" "tBodyAcc" "mean" "Y" -0.020440454366129
"6824" 14 "LAYING" "tBodyAcc" "mean" "Y" -0.0113424652490196
"6825" 15 "LAYING" "tBodyAcc" "mean" "Y" -0.0166296542054167
"6826" 16 "LAYING" "tBodyAcc" "mean" "Y" -0.0166103510562857
"6827" 17 "LAYING" "tBodyAcc" "mean" "Y" -0.0168462006729577
"6828" 18 "LAYING" "tBodyAcc" "mean" "Y" -0.0173937684615385
"6829" 19 "LAYING" "tBodyAcc" "mean" "Y" -0.0171426864421687
"6830" 20 "LAYING" "tBodyAcc" "mean" "Y" -0.0144406281132353
"6831" 21 "LAYING" "tBodyAcc" "mean" "Y" -0.0184233048415556
"6832" 22 "LAYING" "tBodyAcc" "mean" "Y" -0.0142629864502778
"6833" 23 "LAYING" "tBodyAcc" "mean" "Y" -0.0216553835833333
"6834" 24 "LAYING" "tBodyAcc" "mean" "Y" -0.0173555210111111
"6835" 25 "LAYING" "tBodyAcc" "mean" "Y" -0.0188943663671233
"6836" 26 "LAYING" "tBodyAcc" "mean" "Y" -0.0191895728026316
"6837" 27 "LAYING" "tBodyAcc" "mean" "Y" -0.0179867611216216
"6838" 28 "LAYING" "tBodyAcc" "mean" "Y" -0.0167537858225
"6839" 29 "LAYING" "tBodyAcc" "mean" "Y" -0.0171965484202899
"6840" 30 "LAYING" "tBodyAcc" "mean" "Y" -0.0194494098614286
"6841" 1 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0282721095884211
"6842" 2 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0182492679288136
"6843" 3 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0100591485
"6844" 4 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00295602428666667
"6845" 5 "WALKING" "tBodyAccJerk" "mean" "Y" -0.0163194101232143
"6846" 6 "WALKING" "tBodyAccJerk" "mean" "Y" -0.0164831715964912
"6847" 7 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0184322723280702
"6848" 8 "WALKING" "tBodyAccJerk" "mean" "Y" -0.00603947514583333
"6849" 9 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0212255910017308
"6850" 10 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00408248792641509
"6851" 11 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0127682476559322
"6852" 12 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0197766948336
"6853" 13 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00308364501403509
"6854" 14 "WALKING" "tBodyAccJerk" "mean" "Y" 0.024116023559322
"6855" 15 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00890588563518519
"6856" 16 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00968444678235294
"6857" 17 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0130098548360656
"6858" 18 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0282745481892857
"6859" 19 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0144113482019523
"6860" 20 "WALKING" "tBodyAccJerk" "mean" "Y" -0.0210619558882353
"6861" 21 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00235197553846154
"6862" 22 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0356746339782609
"6863" 23 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0148955926864407
"6864" 24 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0121254591034483
"6865" 25 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00351115201418919
"6866" 26 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0196712144372881
"6867" 27 "WALKING" "tBodyAccJerk" "mean" "Y" 0.00161230290877193
"6868" 28 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0226486602722222
"6869" 29 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0223870454150943
"6870" 30 "WALKING" "tBodyAccJerk" "mean" "Y" 0.0219656545
"6871" 1 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0194863076188679
"6872" 2 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00970985514333333
"6873" 3 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0397249270484746
"6874" 4 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0234018993153846
"6875" 5 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0140130363106383
"6876" 6 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00371343419607843
"6877" 7 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.000812387078431372
"6878" 8 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.014120592097561
"6879" 9 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00126612218367347
"6880" 10 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0266314282191489
"6881" 11 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0132625289255556
"6882" 12 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00689494886730769
"6883" 13 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00128009758363636
"6884" 14 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0183131159944444
"6885" 15 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00417361847916667
"6886" 16 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0173729333352941
"6887" 17 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.03083565139375
"6888" 18 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0211654691775862
"6889" 19 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.056818586275
"6890" 20 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00659982629803922
"6891" 21 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0156290073042553
"6892" 22 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0367082966285714
"6893" 23 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.039986286827451
"6894" 24 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0150816047830508
"6895" 25 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00925514041553846
"6896" 26 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00209171684890909
"6897" 27 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0140229374470588
"6898" 28 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0222985408245098
"6899" 29 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.000689019191836735
"6900" 30 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00358719228769231
"6901" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0296504490408163
"6902" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00327959081489362
"6903" 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0109707769183673
"6904" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00563780215111111
"6905" 5 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0137618233808511
"6906" 6 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00987685807166667
"6907" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0191061075170213
"6908" 8 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0380193846210526
"6909" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0206865965952381
"6910" 10 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0107824902368421
"6911" 11 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0252274201521739
"6912" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0119289154608696
"6913" 13 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00751868156382979
"6914" 14 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0291339421022222
"6915" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.01511589985
"6916" 16 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0148114530276596
"6917" 17 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0113826178208696
"6918" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.000757069449090909
"6919" 19 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0386872111282051
"6920" 20 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.00436449644888889
"6921" 21 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0213998492444444
"6922" 22 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0211126110833333
"6923" 23 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0375005150740741
"6924" 24 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00447316273690909
"6925" 25 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.0195416626931035
"6926" 26 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.007131601642
"6927" 27 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0159869469363636
"6928" 28 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.0143450903413043
"6929" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" 0.000621016968750005
"6930" 30 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Y" -0.00756110754193549
"6931" 1 "SITTING" "tBodyAccJerk" "mean" "Y" -0.000619102785106384
"6932" 2 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0116954511323913
"6933" 3 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00272529134230769
"6934" 4 "SITTING" "tBodyAccJerk" "mean" "Y" -0.0108582171094
"6935" 5 "SITTING" "tBodyAccJerk" "mean" "Y" -0.00278773346136363
"6936" 6 "SITTING" "tBodyAccJerk" "mean" "Y" 2.55649800000023e-06
"6937" 7 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0116863419310417
"6938" 8 "SITTING" "tBodyAccJerk" "mean" "Y" -0.00657516306713044
"6939" 9 "SITTING" "tBodyAccJerk" "mean" "Y" 0.009817397262
"6940" 10 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00897875458703704
"6941" 11 "SITTING" "tBodyAccJerk" "mean" "Y" -0.000213838552075472
"6942" 12 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0105990504054902
"6943" 13 "SITTING" "tBodyAccJerk" "mean" "Y" -0.00112344092891837
"6944" 14 "SITTING" "tBodyAccJerk" "mean" "Y" -0.00436185985848148
"6945" 15 "SITTING" "tBodyAccJerk" "mean" "Y" -0.00898437589491525
"6946" 16 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00985642890855072
"6947" 17 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0056097104915625
"6948" 18 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00694560289491228
"6949" 19 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0137921005843836
"6950" 20 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00597430268636364
"6951" 21 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0121020139594259
"6952" 22 "SITTING" "tBodyAccJerk" "mean" "Y" -0.000842715149193548
"6953" 23 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0101351394211029
"6954" 24 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00476702575745588
"6955" 25 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00485415893230769
"6956" 26 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00692238958961538
"6957" 27 "SITTING" "tBodyAccJerk" "mean" "Y" 0.004670724222
"6958" 28 "SITTING" "tBodyAccJerk" "mean" "Y" 0.0148338232684722
"6959" 29 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00598531404666667
"6960" 30 "SITTING" "tBodyAccJerk" "mean" "Y" 0.00975692523887097
"6961" 1 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00797573092830189
"6962" 2 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0103291774794444
"6963" 3 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00771663644590164
"6964" 4 "STANDING" "tBodyAccJerk" "mean" "Y" -0.00653015693773214
"6965" 5 "STANDING" "tBodyAccJerk" "mean" "Y" -0.00221990214464286
"6966" 6 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00871883993421053
"6967" 7 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00694700354075472
"6968" 8 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00814951727462963
"6969" 9 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0130699796066667
"6970" 10 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0119007630575
"6971" 11 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0124130965551064
"6972" 12 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0100480041062295
"6973" 13 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00762035230350877
"6974" 14 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00579566182983333
"6975" 15 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00617255520183019
"6976" 16 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0120767950358846
"6977" 17 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00657853452564103
"6978" 18 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0104698718417123
"6979" 19 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00991338273931507
"6980" 20 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0116930221630137
"6981" 21 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0100621171270225
"6982" 22 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0107286964173016
"6983" 23 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0105861517936765
"6984" 24 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0109839689101449
"6985" 25 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0066321397672973
"6986" 26 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0081732226404054
"6987" 27 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0122433312349875
"6988" 28 "STANDING" "tBodyAccJerk" "mean" "Y" 0.00907363218518987
"6989" 29 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0115104978664615
"6990" 30 "STANDING" "tBodyAccJerk" "mean" "Y" 0.0120860416340678
"6991" 1 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0038382040088
"6992" 2 "LAYING" "tBodyAccJerk" "mean" "Y" 0.012254788451875
"6993" 3 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0138041011306452
"6994" 4 "LAYING" "tBodyAccJerk" "mean" "Y" 0.00693313213968519
"6995" 5 "LAYING" "tBodyAccJerk" "mean" "Y" 0.00747460829615385
"6996" 6 "LAYING" "tBodyAccJerk" "mean" "Y" -0.00114529240245614
"6997" 7 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0250624183634615
"6998" 8 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0233299159137037
"6999" 9 "LAYING" "tBodyAccJerk" "mean" "Y" 0.011561732718
"7000" 10 "LAYING" "tBodyAccJerk" "mean" "Y" 0.015698997097069
"7001" 11 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0122193853629825
"7002" 12 "LAYING" "tBodyAccJerk" "mean" "Y" 0.00774408308
"7003" 13 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0183441894580645
"7004" 14 "LAYING" "tBodyAccJerk" "mean" "Y" -0.00831507059607843
"7005" 15 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0123984271386111
"7006" 16 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0132805054325714
"7007" 17 "LAYING" "tBodyAccJerk" "mean" "Y" 0.00706867100408451
"7008" 18 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0117018961415385
"7009" 19 "LAYING" "tBodyAccJerk" "mean" "Y" 0.011149573306747
"7010" 20 "LAYING" "tBodyAccJerk" "mean" "Y" 0.00110822495382353
"7011" 21 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0119943671007778
"7012" 22 "LAYING" "tBodyAccJerk" "mean" "Y" 0.00459834754236111
"7013" 23 "LAYING" "tBodyAccJerk" "mean" "Y" 0.01535144005125
"7014" 24 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0119819524179167
"7015" 25 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0284619311524658
"7016" 26 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0124420033513158
"7017" 27 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0126491088851351
"7018" 28 "LAYING" "tBodyAccJerk" "mean" "Y" 0.005939923320625
"7019" 29 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0116912059556522
"7020" 30 "LAYING" "tBodyAccJerk" "mean" "Y" 0.0107680190087143
"7021" 1 "WALKING" "tBodyGyro" "mean" "Y" -0.0695300462115789
"7022" 2 "WALKING" "tBodyGyro" "mean" "Y" -0.0482382316949153
"7023" 3 "WALKING" "tBodyGyro" "mean" "Y" -0.0779150937413793
"7024" 4 "WALKING" "tBodyGyro" "mean" "Y" -0.0726905278583333
"7025" 5 "WALKING" "tBodyGyro" "mean" "Y" -0.0690135249642857
"7026" 6 "WALKING" "tBodyGyro" "mean" "Y" -0.0744462466
"7027" 7 "WALKING" "tBodyGyro" "mean" "Y" -0.0837113724842105
"7028" 8 "WALKING" "tBodyGyro" "mean" "Y" -0.095791790535
"7029" 9 "WALKING" "tBodyGyro" "mean" "Y" -0.0625598710615385
"7030" 10 "WALKING" "tBodyGyro" "mean" "Y" -0.0819540783760943
"7031" 11 "WALKING" "tBodyGyro" "mean" "Y" -0.0705104974254237
"7032" 12 "WALKING" "tBodyGyro" "mean" "Y" -0.03442910782
"7033" 13 "WALKING" "tBodyGyro" "mean" "Y" -0.0798472502663158
"7034" 14 "WALKING" "tBodyGyro" "mean" "Y" -0.0829682847966102
"7035" 15 "WALKING" "tBodyGyro" "mean" "Y" -0.06124278833
"7036" 16 "WALKING" "tBodyGyro" "mean" "Y" -0.0695955689607843
"7037" 17 "WALKING" "tBodyGyro" "mean" "Y" -0.0839773343770492
"7038" 18 "WALKING" "tBodyGyro" "mean" "Y" -0.0613727362975
"7039" 19 "WALKING" "tBodyGyro" "mean" "Y" -0.0751569333730769
"7040" 20 "WALKING" "tBodyGyro" "mean" "Y" -0.074105054612549
"7041" 21 "WALKING" "tBodyGyro" "mean" "Y" -0.0590294439942308
"7042" 22 "WALKING" "tBodyGyro" "mean" "Y" -0.0960880731804348
"7043" 23 "WALKING" "tBodyGyro" "mean" "Y" -0.0640197920966102
"7044" 24 "WALKING" "tBodyGyro" "mean" "Y" -0.0658435879913793
"7045" 25 "WALKING" "tBodyGyro" "mean" "Y" -0.0820768065347297
"7046" 26 "WALKING" "tBodyGyro" "mean" "Y" -0.0841507651508475
"7047" 27 "WALKING" "tBodyGyro" "mean" "Y" -0.0365348163649123
"7048" 28 "WALKING" "tBodyGyro" "mean" "Y" -0.0172822168012963
"7049" 29 "WALKING" "tBodyGyro" "mean" "Y" -0.081960153154717
"7050" 30 "WALKING" "tBodyGyro" "mean" "Y" -0.0649170927338462
"7051" 1 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.166170015088679
"7052" 2 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0320883097395833
"7053" 3 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.139275405637288
"7054" 4 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0859471683596154
"7055" 5 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.117195551802128
"7056" 6 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0518981989072549
"7057" 7 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.00247161973
"7058" 8 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.204205356087805
"7059" 9 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0412587909579592
"7060" 10 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0954600216446809
"7061" 11 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0566928808703704
"7062" 12 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0411314519307692
"7063" 13 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" 0.00381966911090909
"7064" 14 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.123499570044444
"7065" 15 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.154721289270833
"7066" 16 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0486136789705882
"7067" 17 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0548455941370417
"7068" 18 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0526133819862069
"7069" 19 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.134514320575
"7070" 20 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.174650964745098
"7071" 21 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.155622431382979
"7072" 22 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.181458414495238
"7073" 23 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.111564389137255
"7074" 24 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.105932947294915
"7075" 25 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.109437658104615
"7076" 26 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0657601804418182
"7077" 27 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" 0.00212499391686275
"7078" 28 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" 0.0212250958019608
"7079" 29 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.152328112210204
"7080" 30 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0779606464676923
"7081" 1 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0909371290204082
"7082" 2 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.00482329231914894
"7083" 3 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0139358043959184
"7084" 4 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0704025952333333
"7085" 5 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0707805998787234
"7086" 6 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0341782208604167
"7087" 7 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.049717460606383
"7088" 8 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0500760173342105
"7089" 9 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0712598843142857
"7090" 10 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.106742538831579
"7091" 11 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0262775345369565
"7092" 12 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0427336692521739
"7093" 13 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0237205719148936
"7094" 14 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0945288409066667
"7095" 15 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0346755727619048
"7096" 16 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.068264792706383
"7097" 17 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.123517195928261
"7098" 18 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0636214336761818
"7099" 19 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.0274707556666667
"7100" 20 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.0139023395111111
"7101" 21 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.0162145300888889
"7102" 22 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0697154455833333
"7103" 23 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0853077464277778
"7104" 24 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0542300245127273
"7105" 25 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.101115076366897
"7106" 26 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.1003822042168
"7107" 27 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0163131590545455
"7108" 28 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.00710564286763044
"7109" 29 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0851045889895833
"7110" 30 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0693112411951613
"7111" 1 "SITTING" "tBodyGyro" "mean" "Y" -0.0919241549361702
"7112" 2 "SITTING" "tBodyGyro" "mean" "Y" -0.0599286797043478
"7113" 3 "SITTING" "tBodyGyro" "mean" "Y" -0.07524100275
"7114" 4 "SITTING" "tBodyGyro" "mean" "Y" -0.08943006108
"7115" 5 "SITTING" "tBodyGyro" "mean" "Y" -0.0835484079545455
"7116" 6 "SITTING" "tBodyGyro" "mean" "Y" -0.0899083302550909
"7117" 7 "SITTING" "tBodyGyro" "mean" "Y" -0.03361196465625
"7118" 8 "SITTING" "tBodyGyro" "mean" "Y" -0.0955089236521739
"7119" 9 "SITTING" "tBodyGyro" "mean" "Y" -0.04142711812
"7120" 10 "SITTING" "tBodyGyro" "mean" "Y" -0.0679993598888889
"7121" 11 "SITTING" "tBodyGyro" "mean" "Y" -0.0755284478679245
"7122" 12 "SITTING" "tBodyGyro" "mean" "Y" -0.0751980398235294
"7123" 13 "SITTING" "tBodyGyro" "mean" "Y" -0.0902687401836735
"7124" 14 "SITTING" "tBodyGyro" "mean" "Y" -0.0713478280925926
"7125" 15 "SITTING" "tBodyGyro" "mean" "Y" -0.0803428762830509
"7126" 16 "SITTING" "tBodyGyro" "mean" "Y" -0.0574525433043478
"7127" 17 "SITTING" "tBodyGyro" "mean" "Y" -0.0669245931234375
"7128" 18 "SITTING" "tBodyGyro" "mean" "Y" -0.0685796341105263
"7129" 19 "SITTING" "tBodyGyro" "mean" "Y" -0.0520207886438356
"7130" 20 "SITTING" "tBodyGyro" "mean" "Y" -0.0650689347121212
"7131" 21 "SITTING" "tBodyGyro" "mean" "Y" -0.0653077503317647
"7132" 22 "SITTING" "tBodyGyro" "mean" "Y" -0.0793617444354839
"7133" 23 "SITTING" "tBodyGyro" "mean" "Y" -0.0684325551029412
"7134" 24 "SITTING" "tBodyGyro" "mean" "Y" -0.0750132697044118
